product_id,category,brand,base_price,is_active,created_ts
P000192,electronics,Samsung,1167.53,True,2026-06-10 04:04:01.159993
P000193,books,Penguin,26.11,True,2026-05-16 16:21:08.159993
P000194,electronics,Sony,1736.61,True,2026-05-10 00:46:58.159993
P000195,home_living,Lowe's,828.98,True,2025-12-29 15:33:35.159993
P000196,toys,Mattel,232.25,True,2026-01-20 01:23:51.159993
P000197,electronics,Sony,374.57,True,2026-03-04 04:45:16.159993
P000198,electronics,Apple,1826.72,True,2026-05-11 16:10:01.159993
P000199,electronics,Samsung,1837.59,False,2026-03-23 06:38:29.159993
P000200,home_living,Wayfair,1368.99,True,2026-01-19 09:34:07.159993
P000201,electronics,Dell,1143.59,True,2026-06-10 23:53:29.159993
P000202,electronics,Dell,1657.89,True,2026-01-27 15:08:00.159993
P000203,electronics,Samsung,372.51,True,2025-12-25 14:27:31.159993
P000204,electronics,Sony,375.65,True,2026-02-04 17:12:02.159993
P000205,home_living,Home Depot,1027.59,True,2026-02-19 02:26:24.159993
P000206,electronics,Sony,1585.25,True,2026-03-19 16:49:41.159993
P000207,electronics,Dell,1903.85,True,2026-05-22 02:40:54.159993
P000208,electronics,Apple,877.76,False,2026-03-05 02:17:29.159993
P000209,electronics,Dell,240.61,True,2026-05-14 05:52:58.159993
P000210,electronics,Sony,849.87,True,2026-01-12 23:54:23.159993
P000211,electronics,Sony,524.47,True,2026-02-12 16:58:08.159993
P000212,electronics,Sony,1355.24,True,2026-04-21 22:17:49.159993
P000213,electronics,Dell,1329.61,True,2026-02-22 10:17:10.159993
P000214,toys,LEGO,24.93,True,2026-01-17 00:42:47.159993
P000215,electronics,Apple,1358.6,True,2026-05-29 14:11:45.159993
P000216,electronics,Sony,1516.37,True,2026-01-30 22:59:20.159993
P000217,electronics,Samsung,1403.4,False,2025-12-25 00:13:12.159993
P000218,electronics,Samsung,1997.53,True,2026-02-20 01:41:21.159993
P000219,electronics,LG,982.72,True,2026-02-06 08:10:04.159993
P000220,electronics,Dell,1661.8,True,2026-02-09 05:25:17.159993
P000221,electronics,Samsung,829.56,True,2026-06-13 23:43:12.159993
P000222,fashion,Nike,395.06,True,2026-06-12 17:55:37.159993
P000223,electronics,LG,1597.96,True,2026-05-26 04:44:05.159993
P000224,electronics,Apple,1528.69,True,2026-02-05 12:02:40.159993
P000225,electronics,Sony,810.98,True,2026-02-28 00:18:09.159993
P000226,electronics,Samsung,661.78,True,2026-02-21 03:44:56.159993
P000227,home_living,Home Depot,544.88,True,2026-01-12 13:56:16.159993
P000228,electronics,Dell,224.88,True,2026-01-14 15:37:05.159993
P000229,electronics,Apple,1312.83,True,2026-06-12 10:04:33.159993
P000230,electronics,Samsung,626.37,True,2026-06-11 13:00:02.159993
P000231,electronics,Samsung,1513.28,True,2026-01-28 23:29:58.159993
P000232,books,Penguin,71.84,True,2026-01-21 20:28:58.159993
P000233,electronics,Sony,113.86,True,2026-03-22 16:10:30.159993
P000234,electronics,Samsung,1658.18,True,2026-04-16 17:20:52.159993
P000235,electronics,Apple,1886.98,True,2026-05-24 14:00:28.159993
P000236,electronics,Sony,631.33,True,2026-05-03 19:01:07.159993
P000237,electronics,Sony,1622.17,True,2026-02-12 10:46:49.159993
P000238,electronics,LG,815.39,True,2026-01-06 19:31:30.159993
P000239,electronics,Samsung,1699.59,False,2026-01-22 13:53:15.159993
P000240,electronics,Apple,796.09,False,2026-04-26 11:47:53.159993
P000241,electronics,Sony,1279.61,True,2026-04-15 21:13:22.159993
P000242,toys,Mattel,97.78,True,2026-03-31 02:48:01.159993
P000243,home_living,Home Depot,297.92,True,2026-02-18 02:15:54.159993
P000244,electronics,Samsung,1072.6,True,2026-05-03 11:41:25.159993
P000245,fashion,Adidas,430.92,True,2026-05-07 09:50:57.159993
P000246,electronics,Samsung,818.96,True,2026-05-03 08:01:11.159993
P000247,electronics,Samsung,1979.0,True,2026-01-01 06:30:04.159993
P000248,electronics,Sony,372.05,True,2026-03-17 19:12:09.159993
P000249,electronics,Apple,1700.31,True,2026-04-28 19:36:10.159993
P000250,electronics,Sony,191.78,True,2026-05-20 08:38:47.159993
P000251,electronics,Dell,253.9,False,2026-02-19 23:07:55.159993
P000252,electronics,Samsung,197.08,True,2026-01-14 12:14:30.159993
P000253,electronics,Sony,851.81,True,2026-01-18 08:46:04.159993
P000254,electronics,Sony,972.14,True,2026-05-23 10:59:39.159993
P000255,electronics,Sony,1148.08,True,2025-12-23 21:25:34.159993
P000256,home_living,Home Depot,91.68,True,2026-04-20 15:21:46.159993
P000257,electronics,Samsung,1644.63,True,2026-01-24 19:16:14.159993
P000258,electronics,Samsung,907.59,True,2026-03-25 05:48:10.159993
P000259,electronics,Sony,1864.34,False,2026-04-20 11:23:41.159993
P000260,electronics,Sony,1962.91,True,2026-01-20 14:23:49.159993
P000261,electronics,LG,1772.1,True,2026-02-09 20:39:00.159993
P000262,electronics,Samsung,736.56,True,2026-03-26 19:11:27.159993
P000263,electronics,Sony,222.37,True,2026-01-23 11:14:21.159993
P000264,electronics,LG,336.58,False,2026-02-02 00:07:08.159993
P000265,books,Simon & Schuster,76.77,True,2026-01-29 11:29:42.159993
P000266,electronics,Sony,1275.51,True,2026-05-18 01:37:54.159993
P000267,electronics,Samsung,1814.36,True,2026-02-10 06:58:09.159993
P000268,electronics,Samsung,796.4,True,2026-03-25 01:31:39.159993
P000269,electronics,LG,976.7,True,2026-05-02 11:05:12.159993
P000270,electronics,LG,380.64,True,2026-04-26 09:54:28.159993
P000271,toys,Mattel,384.17,True,2026-01-31 17:10:10.159993
P000272,electronics,Samsung,1893.6,True,2026-06-11 01:34:33.159993
P000273,electronics,Dell,1666.56,False,2026-01-11 14:42:12.159993
P000274,books,Simon & Schuster,58.35,True,2026-06-06 14:44:31.159993
P000275,electronics,Apple,254.29,True,2026-06-08 09:25:48.159993
P000276,electronics,LG,135.17,True,2026-04-18 21:37:09.159993
P000277,electronics,Samsung,134.75,True,2026-04-24 23:28:00.159993
P000278,electronics,Samsung,315.76,True,2026-05-19 18:44:23.159993
P000279,electronics,Sony,948.41,True,2026-02-09 18:57:06.159993
P000280,electronics,Sony,896.18,True,2026-03-20 04:26:01.159993
P000281,electronics,LG,1799.35,True,2026-03-15 08:10:47.159993
P000282,electronics,LG,1298.18,True,2026-03-28 04:08:02.159993
P000283,electronics,Sony,920.82,True,2026-01-22 22:16:58.159993
P000284,electronics,Samsung,313.06,False,2026-06-10 15:30:44.159993
P000285,electronics,Dell,124.41,False,2026-03-30 23:55:41.159993
P000286,electronics,Apple,1963.66,True,2025-12-29 00:28:22.159993
P000287,electronics,Dell,968.94,True,2026-05-28 05:11:57.159993
P000288,electronics,Apple,997.91,False,2026-02-28 11:14:40.159993
P000289,electronics,Samsung,1937.94,True,2026-06-18 10:04:54.159993
P000290,beauty,L'Oreal,271.21,True,2026-03-12 09:06:12.159993
P000291,electronics,Dell,1717.2,True,2026-04-27 01:48:19.159993
P000292,electronics,Samsung,234.11,True,2026-01-18 18:36:53.159993
P000293,electronics,Dell,1434.85,True,2026-05-23 09:18:25.159993
P000294,electronics,Samsung,676.78,True,2026-02-03 07:03:09.159993
P000295,electronics,Apple,813.42,True,2026-05-15 07:00:52.159993
P000296,electronics,Sony,742.88,True,2026-04-16 00:52:45.159993
P000297,electronics,Apple,144.92,True,2026-03-25 05:59:59.159993
P000298,electronics,Samsung,1178.18,True,2026-06-06 20:32:37.159993
P000299,sports,Adidas,933.61,True,2026-01-26 05:57:21.159993
P000300,books,HarperCollins,47.94,True,2026-03-27 21:34:08.159993
P000301,electronics,Samsung,869.74,True,2026-02-08 20:50:39.159993
P000302,electronics,Apple,1661.73,True,2026-02-26 01:03:23.159993
P000303,toys,LEGO,133.92,True,2026-05-27 17:29:10.159993
P000304,electronics,Samsung,1518.34,True,2025-12-29 17:27:55.159993
P000305,books,HarperCollins,37.98,True,2026-03-23 17:20:48.159993
P000306,fashion,Zara,131.12,True,2026-06-14 00:20:14.159993
P000307,electronics,LG,1199.79,True,2026-01-04 17:05:19.159993
P000308,electronics,Samsung,1925.87,True,2026-06-14 23:53:55.159993
P000309,electronics,Dell,1158.95,True,2026-04-16 15:11:18.159993
P000310,electronics,LG,1948.09,True,2025-12-27 05:13:29.159993
P000311,electronics,Apple,1032.71,True,2026-06-03 12:20:04.159993
P000312,electronics,Dell,766.77,True,2026-03-19 06:22:36.159993
P000313,grocery,Costco,20.74,True,2026-05-03 05:07:02.159993
P000314,electronics,Samsung,1319.43,True,2026-06-05 20:29:56.159993
P000315,electronics,LG,305.52,True,2026-05-30 08:35:37.159993
P000316,electronics,LG,203.79,True,2026-06-19 14:33:39.159993
P000317,electronics,LG,409.42,True,2026-04-07 14:58:40.159993
P000318,electronics,Dell,1732.19,True,2026-05-14 05:28:35.159993
P000319,electronics,Samsung,1662.56,True,2026-03-22 03:11:35.159993
P000320,electronics,Samsung,1011.98,True,2026-01-04 00:29:52.159993
P000321,books,HarperCollins,56.76,True,2026-02-28 08:40:58.159993
P000322,electronics,Apple,1261.31,True,2026-03-29 14:42:31.159993
P000323,electronics,LG,964.93,True,2026-01-07 01:56:21.159993
P000324,electronics,Samsung,484.71,True,2026-04-19 11:58:20.159993
P000325,books,Macmillan,76.46,True,2026-05-27 03:06:07.159993
P000326,electronics,Samsung,1654.72,True,2026-01-23 06:30:05.159993
P000327,electronics,Sony,1741.17,True,2026-05-10 19:11:21.159993
P000328,electronics,Dell,151.76,False,2025-12-26 19:41:44.159993
P000329,fashion,Adidas,475.33,True,2026-01-01 07:38:08.159993
P000330,electronics,Dell,321.48,False,2026-05-04 01:55:41.159993
P000331,electronics,Apple,1444.86,True,2026-03-27 13:48:08.159993
P000332,electronics,Apple,1943.63,True,2026-01-12 01:13:39.159993
P000333,electronics,Dell,1755.03,True,2026-03-31 16:27:09.159993
P000334,electronics,LG,1110.66,True,2026-03-11 14:38:24.159993
P000335,electronics,Apple,225.93,True,2026-06-21 13:58:50.159993
P000336,electronics,Apple,1022.87,True,2026-05-02 04:51:24.159993
P000337,electronics,LG,794.19,True,2026-04-24 03:42:36.159993
P000338,electronics,Sony,402.46,True,2026-06-05 23:07:14.159993
P000339,electronics,Samsung,780.43,True,2025-12-24 01:48:23.159993
P000340,electronics,LG,338.38,True,2026-04-17 01:54:48.159993
P000341,books,HarperCollins,15.39,False,2026-04-05 00:04:55.159993
P000342,electronics,Samsung,942.36,False,2026-02-13 14:11:32.159993
P000343,electronics,Samsung,1869.22,True,2026-06-11 05:43:00.159993
P000344,electronics,Samsung,217.3,True,2026-03-27 01:40:35.159993
P000345,electronics,Sony,606.24,False,2026-03-07 09:08:00.159993
P000346,electronics,Dell,1842.42,True,2026-03-15 21:56:41.159993
P000347,electronics,Apple,689.1,True,2026-04-14 03:53:57.159993
P000348,electronics,Samsung,1313.62,True,2025-12-28 04:26:37.159993
P000349,beauty,L'Oreal,245.34,True,2026-04-01 06:41:43.159993
P000350,electronics,Sony,190.6,True,2026-06-05 22:27:18.159993
P000351,electronics,Apple,498.38,True,2026-05-06 15:59:34.159993
P000352,electronics,Samsung,1426.45,True,2026-04-18 12:55:55.159993
P000353,electronics,Samsung,397.84,True,2026-02-04 10:44:09.159993
P000354,electronics,Samsung,770.78,False,2026-01-28 02:05:19.159993
P000355,electronics,LG,1953.77,True,2026-04-04 21:12:12.159993
P000356,electronics,Sony,254.34,True,2026-01-19 03:14:48.159993
P000357,electronics,Sony,1755.07,True,2026-02-20 13:23:43.159993
P000358,electronics,Apple,500.38,True,2026-04-14 00:43:25.159993
P000359,books,HarperCollins,17.82,True,2026-04-28 20:47:05.159993
P000360,electronics,Sony,1818.99,True,2026-01-18 18:02:22.159993
P000361,electronics,Sony,944.24,True,2026-04-10 16:04:15.159993
P000362,beauty,Maybelline,163.96,True,2026-06-08 01:23:54.159993
P000363,electronics,Samsung,284.75,True,2026-04-21 09:38:18.159993
P000364,electronics,Sony,622.58,False,2025-12-26 06:50:13.159993
P000365,books,Penguin,47.53,True,2026-02-07 02:18:17.159993
P000366,electronics,Dell,1714.09,False,2026-06-06 05:12:46.159993
P000367,electronics,LG,256.53,True,2026-05-20 07:28:46.159993
P000368,books,Penguin,24.19,True,2026-06-19 12:07:29.159993
P000369,home_living,Bed Bath & Beyond,1463.28,True,2026-02-22 04:49:03.159993
P000370,electronics,Samsung,1910.96,True,2026-05-14 16:15:49.159993
P000371,fashion,Uniqlo,438.52,True,2026-05-11 13:36:15.159993
P000372,electronics,Sony,1047.95,True,2025-12-23 16:02:43.159993
P000373,electronics,Apple,947.7,True,2026-01-23 00:49:00.159993
P000374,electronics,Samsung,500.89,True,2026-01-06 17:15:35.159993
P000375,electronics,Apple,1711.54,True,2026-02-23 19:00:52.159993
P000376,electronics,Samsung,1068.19,True,2026-03-10 18:07:47.159993
P000377,electronics,Samsung,561.23,True,2026-06-10 05:02:48.159993
P000378,fashion,Zara,381.87,True,2026-05-06 12:07:01.159993
P000379,electronics,Samsung,243.16,True,2026-01-14 20:40:56.159993
P000380,electronics,Samsung,1674.15,True,2026-02-01 21:54:30.159993
P000381,electronics,LG,539.13,False,2026-01-11 07:11:06.159993
P000382,electronics,Samsung,1397.07,True,2026-05-10 11:40:01.159993
P000383,electronics,Samsung,915.96,True,2026-02-18 15:39:25.159993
P000384,electronics,Dell,930.26,True,2026-03-29 12:21:05.159993
P000385,electronics,LG,1874.09,True,2026-01-14 08:40:46.159993
P000386,fashion,Zara,242.92,True,2026-04-27 22:56:01.159993
P000387,electronics,Apple,1137.42,True,2026-03-11 00:46:29.159993
P000388,electronics,Apple,833.48,True,2026-05-27 20:39:51.159993
P000389,electronics,Sony,639.01,True,2025-12-28 09:08:39.159993
P000390,electronics,LG,758.72,True,2026-05-14 02:15:40.159993
P000391,electronics,Apple,1505.24,True,2026-05-28 19:25:23.159993
P000392,electronics,Sony,1336.87,True,2026-05-14 01:18:54.159993
P000393,toys,Fisher-Price,39.16,True,2026-06-06 17:42:46.159993
P000394,electronics,Apple,1813.72,True,2026-02-04 09:59:11.159993
P000395,electronics,Apple,288.86,True,2025-12-26 07:49:18.159993
P000396,beauty,L'Oreal,72.3,True,2026-04-21 12:51:30.159993
P000397,electronics,Samsung,1296.06,True,2026-03-23 15:09:15.159993
P000398,sports,Nike,490.78,True,2026-06-12 07:40:40.159993
P000399,electronics,Sony,441.58,False,2026-03-11 00:58:04.159993
P000400,toys,LEGO,227.73,True,2026-01-05 21:52:50.159993
P000401,home_living,Lowe's,531.37,True,2026-02-28 12:34:03.159993
