customer_id,signup_ts,country,segment,marketing_opt_in
C000053,2026-02-27 02:44:23.159993,VN,silver,True
C000054,2026-03-17 14:54:02.159993,VN,bronze,False
C000055,2026-03-23 05:07:31.159993,VN,gold,True
C000056,2025-12-31 11:53:53.159993,VN,silver,True
C000057,2026-03-31 23:50:45.159993,JP,silver,True
C000058,2026-01-20 09:11:47.159993,VN,bronze,True
C000059,2026-05-06 10:02:59.159993,VN,bronze,True
C000060,2026-04-25 13:26:14.159993,VN,bronze,True
C000061,2026-06-07 15:59:09.159993,CN,gold,True
C000062,2026-05-06 16:02:18.159993,VN,silver,True
C000063,2026-02-27 14:33:43.159993,VN,bronze,False
C000064,2026-06-15 18:18:28.159993,US,bronze,True
C000065,2026-03-07 13:32:21.159993,VN,bronze,True
C000066,2026-02-20 06:13:52.159993,VN,bronze,True
C000067,2026-06-04 14:34:49.159993,VN,bronze,True
C000068,2026-02-28 07:03:06.159993,VN,gold,True
C000069,2026-01-06 08:28:06.159993,VN,silver,True
C000070,2026-03-18 03:08:48.159993,VN,bronze,False
C000071,2026-05-15 20:00:11.159993,VN,silver,True
C000072,2026-01-26 17:10:55.159993,VN,bronze,True
C000073,2026-03-16 22:34:08.159993,VN,bronze,False
C000074,2026-01-15 23:55:36.159993,VN,bronze,False
C000075,2026-04-26 04:15:06.159993,VN,bronze,True
C000076,2026-03-19 05:42:40.159993,VN,bronze,True
C000077,2026-02-21 01:06:50.159993,VN,bronze,True
C000078,2026-02-02 10:54:51.159993,VN,bronze,False
C000079,2026-04-04 05:18:19.159993,CN,bronze,True
C000080,2026-04-23 04:15:44.159993,VN,silver,False
C000081,2026-06-10 20:47:17.159993,VN,bronze,True
C000082,2026-03-12 07:09:43.159993,VN,bronze,False
C000083,2026-01-21 12:50:19.159993,VN,silver,True
C000084,2026-05-22 11:50:08.159993,VN,silver,True
C000085,2026-04-15 23:14:51.159993,VN,bronze,True
C000086,2026-04-28 15:48:39.159993,JP,bronze,True
C000087,2026-01-10 02:41:05.159993,VN,silver,True
C000088,2026-02-17 20:05:23.159993,VN,silver,True
C000089,2026-05-10 19:45:05.159993,VN,silver,True
C000090,2026-05-22 10:01:41.159993,VN,gold,True
C000091,2026-03-11 22:48:06.159993,VN,bronze,False
C000092,2026-05-17 11:14:52.159993,VN,bronze,False
C000093,2026-05-24 02:46:28.159993,JP,silver,True
C000094,2026-03-03 08:34:20.159993,VN,bronze,True
C000095,2026-06-03 06:24:15.159993,VN,gold,True
C000096,2026-02-13 12:14:35.159993,VN,silver,False
C000097,2026-02-04 17:33:19.159993,VN,bronze,True
C000098,2026-04-25 11:02:47.159993,VN,bronze,True
C000099,2026-04-17 05:28:36.159993,VN,bronze,False
C000100,2026-01-17 18:23:47.159993,VN,bronze,False
C000101,2026-05-22 12:05:18.159993,US,bronze,True
C000102,2026-01-28 14:16:09.159993,VN,bronze,True
C000103,2026-05-17 11:49:48.159993,VN,bronze,True
C000104,2025-12-24 22:28:15.159993,VN,bronze,False
C000105,2026-05-16 01:01:32.159993,VN,bronze,True
C000106,2026-05-14 06:10:44.159993,VN,bronze,True
C000107,2026-05-13 01:50:22.159993,KR,bronze,True
C000108,2026-04-22 06:49:17.159993,VN,silver,True
C000109,2026-03-18 11:50:09.159993,VN,bronze,True
C000110,2026-04-29 12:58:48.159993,VN,bronze,True
C000111,2026-02-11 11:49:52.159993,VN,bronze,False
C000112,2026-05-13 03:24:54.159993,VN,bronze,False
C000113,2026-04-02 15:03:38.159993,VN,bronze,True
C000114,2026-03-16 05:10:55.159993,VN,bronze,False
C000115,2026-03-24 14:53:05.159993,VN,silver,True
C000116,2026-04-04 23:37:40.159993,VN,bronze,True
C000117,2025-12-30 07:38:20.159993,VN,bronze,True
C000118,2026-01-17 18:35:19.159993,VN,silver,False
C000119,2026-02-05 19:08:40.159993,CN,silver,False
C000120,2026-01-13 05:26:08.159993,VN,gold,False
C000121,2026-03-12 17:47:47.159993,VN,bronze,False
C000122,2026-04-22 22:09:59.159993,VN,bronze,False
C000123,2026-04-20 09:47:54.159993,VN,bronze,True
C000124,2026-03-18 09:48:05.159993,VN,bronze,False
C000125,2026-05-26 12:36:41.159993,VN,bronze,True
C000126,2026-04-04 08:29:08.159993,VN,bronze,True
C000127,2026-01-06 20:47:55.159993,VN,bronze,True
C000128,2026-05-10 07:27:39.159993,VN,gold,True
C000129,2026-04-06 00:56:25.159993,VN,bronze,True
C000130,2026-04-16 20:38:56.159993,VN,bronze,True
C000131,2026-04-04 09:04:42.159993,VN,bronze,True
C000132,2026-04-02 06:07:43.159993,VN,bronze,True
C000133,2026-01-08 21:54:46.159993,VN,gold,False
C000134,2026-04-03 06:26:26.159993,VN,silver,True
C000135,2026-05-15 16:41:18.159993,CN,gold,True
C000136,2026-02-16 07:43:48.159993,VN,silver,True
C000137,2026-04-11 02:55:37.159993,VN,bronze,True
C000138,2025-12-29 03:47:55.159993,US,bronze,True
C000139,2026-02-24 03:51:44.159993,VN,bronze,False
C000140,2026-03-12 05:17:05.159993,VN,bronze,True
C000141,2026-06-18 12:05:44.159993,VN,bronze,False
C000142,2026-01-31 05:40:17.159993,VN,bronze,False
C000143,2026-02-11 09:21:16.159993,VN,gold,True
C000144,2026-03-07 03:30:34.159993,VN,silver,False
C000145,2026-06-20 06:58:52.159993,VN,bronze,True
C000146,2026-05-26 05:22:01.159993,VN,bronze,False
C000147,2025-12-29 20:32:21.159993,VN,gold,False
C000148,2026-02-03 17:17:03.159993,VN,bronze,False
C000149,2026-05-20 12:17:58.159993,US,bronze,True
C000150,2026-01-03 02:32:01.159993,VN,gold,False
C000151,2026-05-26 15:09:50.159993,VN,bronze,False
C000152,2026-02-12 06:14:39.159993,VN,bronze,True
C000153,2026-06-06 18:55:22.159993,VN,bronze,False
C000154,2026-02-14 10:59:27.159993,VN,silver,False
C000155,2026-03-11 18:54:51.159993,JP,bronze,True
C000156,2026-04-21 18:08:42.159993,VN,silver,False
C000157,2026-01-15 08:11:54.159993,VN,bronze,True
C000158,2026-04-02 21:02:41.159993,VN,silver,True
C000159,2026-03-24 12:19:57.159993,VN,bronze,True
C000160,2026-05-13 17:06:21.159993,VN,silver,True
C000161,2026-06-20 21:50:51.159993,VN,silver,False
C000162,2026-04-22 04:30:01.159993,VN,bronze,True
C000163,2026-03-07 06:21:04.159993,VN,silver,True
C000164,2026-03-06 18:15:25.159993,VN,gold,True
C000165,2026-03-08 20:14:51.159993,US,silver,True
C000166,2026-05-19 03:14:02.159993,VN,bronze,False
C000167,2026-02-19 10:19:04.159993,VN,bronze,False
C000168,2026-01-22 15:59:19.159993,VN,bronze,True
C000169,2026-02-21 18:48:17.159993,VN,silver,True
C000170,2025-12-27 16:46:55.159993,VN,bronze,True
C000171,2026-01-11 17:12:06.159993,VN,silver,True
C000172,2026-01-08 19:40:21.159993,VN,bronze,True
C000173,2026-05-11 11:46:20.159993,VN,bronze,True
C000174,2026-05-02 15:15:29.159993,VN,bronze,True
C000175,2026-04-28 00:42:56.159993,VN,bronze,True
C000176,2026-03-16 17:58:31.159993,JP,silver,True
C000177,2026-05-01 16:21:30.159993,VN,bronze,True
C000178,2026-01-21 15:21:35.159993,VN,bronze,False
C000179,2026-06-03 17:21:05.159993,VN,silver,False
C000180,2026-03-23 19:10:45.159993,VN,silver,True
C000181,2026-06-10 11:02:52.159993,VN,gold,False
C000182,2026-01-20 00:39:14.159993,VN,silver,False
C000183,2026-03-23 03:07:54.159993,VN,gold,True
C000184,2026-04-27 22:46:11.159993,VN,bronze,True
C000185,2026-03-22 19:46:10.159993,VN,bronze,True
C000186,2026-03-13 22:03:39.159993,VN,silver,False
C000187,2026-01-22 12:42:38.159993,VN,bronze,True
C000188,2026-03-02 04:40:39.159993,VN,bronze,True
C000189,2026-02-04 14:08:09.159993,VN,bronze,True
C000190,2026-02-15 21:11:53.159993,VN,bronze,True
C000191,2026-04-25 16:15:09.159993,VN,silver,False
C000192,2026-04-16 01:29:11.159993,US,bronze,True
C000193,2026-04-11 21:45:15.159993,VN,silver,False
C000194,2026-02-26 17:41:46.159993,VN,silver,False
C000195,2026-06-14 08:32:16.159993,VN,bronze,False
C000196,2026-01-08 09:18:48.159993,VN,bronze,True
C000197,2026-02-23 06:39:28.159993,VN,bronze,False
C000198,2026-01-13 20:27:04.159993,VN,bronze,True
C000199,2026-02-22 14:54:11.159993,KR,bronze,True
C000200,2026-06-14 18:03:49.159993,VN,silver,False
C000201,2026-02-27 12:55:27.159993,US,silver,True
C000202,2026-06-05 03:44:03.159993,CN,silver,True
C000203,2026-03-22 17:20:58.159993,VN,silver,True
C000204,2026-04-28 13:24:02.159993,VN,bronze,False
C000205,2026-03-15 22:42:33.159993,VN,silver,False
C000206,2026-02-09 11:13:26.159993,CN,bronze,True
C000207,2026-05-10 04:08:13.159993,VN,bronze,False
C000208,2026-06-16 01:30:28.159993,VN,bronze,True
C000209,2026-02-09 01:05:35.159993,VN,bronze,True
C000210,2026-05-12 18:52:11.159993,VN,bronze,True
C000211,2026-02-08 14:47:26.159993,VN,bronze,False
C000212,2026-05-01 15:37:53.159993,VN,bronze,True
C000213,2026-05-14 15:10:27.159993,KR,bronze,True
C000214,2026-03-14 11:54:27.159993,VN,bronze,True
C000215,2026-05-05 06:09:30.159993,VN,bronze,False
C000216,2026-02-10 14:44:57.159993,VN,silver,True
C000217,2026-01-06 21:02:27.159993,VN,bronze,True
C000218,2026-01-09 23:04:29.159993,VN,silver,False
C000219,2026-03-14 01:48:29.159993,VN,bronze,True
C000220,2026-06-04 01:54:29.159993,VN,bronze,True
C000221,2026-01-15 13:47:52.159993,VN,bronze,True
C000222,2026-03-15 15:37:09.159993,VN,bronze,False
C000223,2026-04-29 08:05:03.159993,VN,gold,True
C000224,2026-01-29 00:52:32.159993,VN,bronze,True
C000225,2026-05-02 12:02:55.159993,VN,silver,True
C000226,2026-02-16 16:23:54.159993,VN,gold,False
C000227,2026-05-18 04:04:48.159993,VN,silver,False
C000228,2026-04-06 20:53:39.159993,VN,gold,True
C000229,2026-04-01 01:18:18.159993,VN,bronze,True
C000230,2026-01-24 10:19:27.159993,VN,bronze,False
C000231,2026-03-16 23:42:55.159993,JP,silver,True
C000232,2026-05-26 19:14:22.159993,VN,gold,True
C000233,2025-12-27 03:00:34.159993,VN,silver,True
C000234,2026-05-09 03:28:12.159993,VN,silver,True
C000235,2026-03-22 07:23:57.159993,VN,gold,True
C000236,2026-05-02 02:44:44.159993,VN,bronze,True
C000237,2026-04-22 00:06:47.159993,VN,silver,True
C000238,2026-03-11 09:18:27.159993,VN,silver,True
C000239,2026-02-17 04:06:29.159993,VN,silver,False
C000240,2026-04-15 12:38:24.159993,VN,bronze,True
C000241,2026-01-17 20:26:04.159993,VN,gold,True
C000242,2026-04-07 17:58:08.159993,VN,silver,False
C000243,2026-01-09 15:44:48.159993,VN,bronze,True
C000244,2026-04-19 14:00:11.159993,JP,gold,False
C000245,2026-04-15 18:50:43.159993,VN,bronze,True
C000246,2026-01-07 19:27:55.159993,VN,bronze,False
C000247,2026-05-08 23:00:48.159993,VN,silver,True
C000248,2026-03-08 10:57:13.159993,VN,bronze,True
C000249,2026-05-14 06:00:55.159993,VN,bronze,True
C000250,2025-12-31 02:26:20.159993,VN,bronze,True
C000251,2026-01-24 21:55:04.159993,VN,silver,True
C000252,2026-03-22 12:42:22.159993,VN,silver,False
C000253,2026-01-26 11:47:54.159993,VN,silver,False
C000254,2026-02-20 23:39:58.159993,VN,bronze,True
C000255,2026-04-21 12:27:13.159993,VN,bronze,False
C000256,2026-01-18 15:00:37.159993,VN,silver,False
C000257,2026-04-24 14:20:33.159993,VN,silver,False
C000258,2026-01-11 05:21:59.159993,KR,bronze,True
C000259,2026-01-24 03:27:56.159993,US,gold,True
C000260,2026-04-08 09:17:25.159993,US,bronze,True
C000261,2026-05-15 10:30:48.159993,VN,bronze,True
C000262,2026-01-23 07:37:38.159993,VN,silver,False
C000263,2026-02-15 14:38:04.159993,VN,gold,True
C000264,2026-06-08 03:11:05.159993,VN,silver,True
C000265,2026-06-19 18:05:57.159993,VN,bronze,True
C000266,2026-04-07 04:50:59.159993,VN,gold,False
C000267,2026-03-14 01:52:14.159993,CN,silver,True
C000268,2026-02-24 01:08:36.159993,VN,gold,True
C000269,2026-04-12 20:27:29.159993,VN,silver,False
C000270,2026-04-08 23:25:14.159993,VN,bronze,False
C000271,2026-02-14 15:59:56.159993,VN,silver,True
C000272,2025-12-27 17:10:42.159993,VN,bronze,False
C000273,2026-01-19 21:08:18.159993,VN,bronze,False
C000274,2026-06-14 03:38:29.159993,VN,bronze,True
C000275,2026-03-08 21:05:42.159993,VN,gold,False
C000276,2026-03-20 10:13:00.159993,VN,bronze,True
C000277,2026-03-17 16:34:13.159993,VN,bronze,True
C000278,2026-05-13 12:04:55.159993,VN,silver,True
C000279,2026-01-04 07:16:41.159993,VN,bronze,True
C000280,2026-01-07 12:03:33.159993,VN,bronze,True
C000281,2026-02-11 06:19:33.159993,VN,silver,True
C000282,2026-03-21 05:01:47.159993,VN,bronze,True
C000283,2026-04-23 09:55:18.159993,VN,bronze,True
C000284,2026-03-21 22:31:12.159993,VN,bronze,True
C000285,2026-03-13 00:30:42.159993,VN,bronze,True
C000286,2026-06-10 10:04:34.159993,VN,silver,True
C000287,2026-01-21 14:16:03.159993,VN,bronze,True
C000288,2026-04-05 12:31:51.159993,VN,silver,True
C000289,2026-03-31 05:09:46.159993,VN,bronze,False
C000290,2026-03-18 20:08:24.159993,VN,bronze,True
C000291,2026-05-17 23:29:12.159993,VN,silver,False
C000292,2026-02-09 16:00:02.159993,VN,bronze,True
C000293,2026-06-13 06:57:52.159993,VN,silver,False
C000294,2026-02-21 07:02:38.159993,VN,gold,False
C000295,2026-03-31 17:05:06.159993,US,gold,False
C000296,2026-03-27 07:58:14.159993,VN,silver,True
C000297,2026-05-25 13:42:22.159993,VN,gold,True
C000298,2026-03-12 14:45:48.159993,VN,silver,True
C000299,2026-02-12 19:57:37.159993,VN,bronze,True
C000300,2025-12-27 12:01:48.159993,VN,bronze,False
C000301,2026-02-27 01:45:21.159993,VN,bronze,False
C000302,2026-05-21 08:14:49.159993,VN,silver,True
C000303,2025-12-25 09:30:13.159993,VN,bronze,True
C000304,2026-06-02 22:04:49.159993,VN,bronze,True
C000305,2026-03-31 07:40:43.159993,VN,silver,True
C000306,2026-01-17 20:32:30.159993,VN,silver,True
C000307,2026-02-16 00:04:49.159993,VN,bronze,True
C000308,2026-04-02 08:06:07.159993,VN,silver,False
C000309,2026-02-18 10:27:21.159993,VN,bronze,True
C000310,2026-01-12 03:42:46.159993,VN,bronze,True
C000311,2026-04-22 11:44:16.159993,VN,gold,True
C000312,2026-04-23 14:44:34.159993,VN,gold,False
C000313,2026-01-14 00:12:09.159993,VN,bronze,True
C000314,2026-02-12 05:35:44.159993,VN,bronze,True
C000315,2026-02-05 12:11:53.159993,VN,silver,True
C000316,2026-04-21 07:22:17.159993,VN,bronze,True
C000317,2026-05-04 01:32:33.159993,VN,bronze,True
C000318,2026-05-03 11:16:57.159993,VN,bronze,True
C000319,2026-06-10 14:06:51.159993,VN,bronze,True
C000320,2026-05-10 23:13:22.159993,VN,silver,False
C000321,2026-02-19 08:00:03.159993,JP,gold,True
C000322,2026-01-12 00:06:24.159993,VN,bronze,True
C000323,2026-04-13 05:55:22.159993,VN,silver,True
C000324,2026-06-06 11:50:13.159993,VN,bronze,False
C000325,2026-06-17 03:20:12.159993,VN,bronze,False
C000326,2026-02-03 01:11:24.159993,VN,gold,False
C000327,2026-02-04 04:09:11.159993,VN,bronze,True
C000328,2025-12-30 08:17:17.159993,VN,silver,True
C000329,2026-01-18 00:55:05.159993,US,bronze,False
C000330,2026-04-02 11:37:42.159993,VN,silver,False
C000331,2026-04-01 00:51:21.159993,VN,bronze,True
C000332,2026-02-28 09:03:00.159993,KR,bronze,True
C000333,2026-02-17 09:40:23.159993,VN,silver,True
C000334,2026-05-21 23:21:27.159993,VN,bronze,False
C000335,2026-03-16 10:00:44.159993,VN,bronze,True
C000336,2026-05-18 02:18:43.159993,VN,bronze,True
C000337,2026-06-14 23:44:27.159993,VN,bronze,True
C000338,2026-02-18 16:42:21.159993,VN,bronze,True
C000339,2026-01-29 02:29:43.159993,VN,bronze,True
C000340,2026-06-13 03:11:28.159993,VN,bronze,True
C000341,2026-04-16 21:08:10.159993,VN,gold,False
C000342,2026-02-13 23:25:51.159993,VN,bronze,True
C000343,2026-04-14 13:06:03.159993,VN,bronze,True
C000344,2026-03-26 07:42:45.159993,JP,bronze,True
C000345,2026-06-04 14:33:53.159993,VN,gold,True
C000346,2026-02-07 16:26:06.159993,VN,bronze,True
C000347,2026-06-20 01:26:22.159993,VN,silver,True
C000348,2026-06-10 02:22:26.159993,VN,bronze,True
C000349,2026-01-25 03:17:54.159993,VN,silver,False
C000350,2026-01-22 05:46:17.159993,VN,bronze,True
C000351,2026-03-29 13:54:12.159993,VN,silver,True
C000352,2025-12-31 16:40:46.159993,US,silver,True
C000353,2026-02-15 09:28:22.159993,VN,bronze,False
C000354,2026-03-11 22:17:06.159993,VN,bronze,True
C000355,2026-06-16 02:21:30.159993,VN,silver,False
C000356,2026-06-20 05:43:41.159993,CN,bronze,False
C000357,2026-01-19 21:19:06.159993,VN,bronze,True
C000358,2026-06-02 02:42:41.159993,VN,bronze,True
C000359,2026-01-08 23:28:42.159993,VN,silver,False
C000360,2026-05-07 08:39:08.159993,VN,bronze,True
C000361,2026-05-24 19:50:32.159993,VN,bronze,True
C000362,2026-06-01 22:53:21.159993,CN,bronze,True
C000363,2026-02-01 19:49:52.159993,CN,bronze,True
C000364,2026-06-02 10:21:19.159993,VN,bronze,True
C000365,2026-01-13 11:42:12.159993,VN,silver,True
C000366,2026-03-27 00:08:02.159993,VN,bronze,True
C000367,2026-03-18 03:06:05.159993,JP,bronze,True
C000368,2026-02-18 11:28:45.159993,VN,bronze,True
C000369,2025-12-27 14:11:56.159993,VN,gold,False
C000370,2026-05-11 13:45:34.159993,VN,silver,True
C000371,2026-02-22 00:23:13.159993,VN,bronze,True
C000372,2026-04-21 17:02:32.159993,VN,gold,True
C000373,2026-03-07 10:48:57.159993,CN,bronze,True
C000374,2026-02-28 20:52:01.159993,CN,silver,True
C000375,2026-06-01 03:27:51.159993,US,bronze,True
C000376,2026-01-09 14:45:42.159993,VN,bronze,True
C000377,2026-05-05 04:51:10.159993,VN,silver,True
C000378,2026-05-07 00:47:49.159993,VN,silver,True
C000379,2026-03-02 00:13:44.159993,VN,bronze,True
C000380,2026-02-08 20:29:42.159993,VN,bronze,True
C000381,2025-12-24 13:35:32.159993,VN,bronze,True
C000382,2026-06-10 05:41:55.159993,VN,bronze,True
C000383,2026-06-12 04:51:56.159993,VN,bronze,True
C000384,2026-02-04 23:39:31.159993,VN,bronze,True
C000385,2025-12-29 08:31:17.159993,VN,silver,True
C000386,2026-01-14 16:58:48.159993,VN,silver,True
C000387,2026-01-04 18:52:58.159993,VN,silver,True
C000388,2026-05-22 05:04:21.159993,VN,silver,False
C000389,2026-06-02 03:43:23.159993,VN,silver,True
C000390,2026-01-20 04:51:14.159993,VN,bronze,True
C000391,2026-05-07 00:34:49.159993,VN,silver,True
C000392,2026-01-24 21:06:17.159993,VN,bronze,False
C000393,2026-02-27 17:00:31.159993,VN,silver,True
C000394,2026-04-10 11:59:58.159993,VN,gold,True
C000395,2026-05-02 04:44:58.159993,VN,bronze,False
C000396,2026-05-30 00:46:25.159993,VN,bronze,True
C000397,2025-12-31 16:08:10.159993,VN,silver,False
C000398,2026-01-27 23:15:48.159993,VN,silver,True
C000399,2026-02-12 02:27:47.159993,VN,silver,True
C000400,2026-02-17 11:15:50.159993,VN,bronze,True
C000401,2026-06-21 06:08:46.159993,VN,bronze,True
C000402,2026-05-12 13:03:17.159993,VN,silver,False
C000403,2026-02-19 06:52:05.159993,VN,gold,True
C000404,2026-06-16 12:57:21.159993,VN,bronze,False
C000405,2026-03-23 11:40:19.159993,VN,bronze,True
C000406,2026-03-23 17:52:03.159993,VN,bronze,True
C000407,2026-03-11 16:14:41.159993,VN,bronze,False
C000408,2026-01-18 12:18:10.159993,VN,silver,True
C000409,2026-06-09 19:09:17.159993,VN,silver,False
C000410,2025-12-26 02:52:14.159993,VN,silver,True
C000411,2026-01-23 23:32:56.159993,VN,bronze,False
C000412,2026-02-02 22:46:47.159993,VN,bronze,True
C000413,2026-02-11 21:13:51.159993,US,bronze,True
C000414,2026-01-16 08:08:16.159993,VN,bronze,True
C000415,2025-12-26 20:15:32.159993,VN,bronze,True
C000416,2026-04-24 14:09:04.159993,VN,bronze,True
C000417,2026-06-16 02:05:04.159993,VN,gold,True
C000418,2026-01-14 12:58:56.159993,VN,silver,False
C000419,2026-02-14 23:41:52.159993,VN,silver,True
C000420,2026-03-24 18:00:40.159993,JP,bronze,False
C000421,2026-06-08 13:28:33.159993,VN,gold,False
C000422,2026-04-27 13:52:46.159993,VN,bronze,True
C000423,2026-05-10 12:35:54.159993,VN,bronze,True
C000424,2026-04-07 05:05:22.159993,VN,bronze,True
C000425,2026-03-08 16:15:37.159993,VN,silver,True
C000426,2026-01-28 13:41:47.159993,VN,silver,True
C000427,2026-05-28 04:30:14.159993,VN,silver,True
C000428,2026-05-17 08:29:01.159993,VN,bronze,True
C000429,2025-12-28 03:06:12.159993,VN,bronze,True
C000430,2026-05-01 09:13:28.159993,VN,bronze,True
C000431,2026-01-07 19:13:20.159993,VN,silver,True
C000432,2026-05-05 15:04:36.159993,VN,silver,True
C000433,2026-05-21 06:47:11.159993,VN,bronze,True
C000434,2026-01-16 04:50:07.159993,VN,bronze,False
C000435,2026-03-11 16:50:12.159993,VN,bronze,True
C000436,2026-01-14 21:16:56.159993,VN,silver,True
C000437,2026-04-04 17:19:30.159993,VN,bronze,True
C000438,2026-06-08 13:44:09.159993,VN,silver,True
C000439,2026-01-07 04:01:20.159993,VN,bronze,True
C000440,2026-03-05 04:12:13.159993,VN,silver,True
C000441,2026-06-16 18:32:47.159993,VN,silver,False
C000442,2026-02-15 18:45:51.159993,VN,bronze,True
C000443,2026-01-16 09:50:31.159993,VN,silver,False
C000444,2026-03-21 13:20:56.159993,VN,bronze,True
C000445,2026-03-25 02:50:07.159993,VN,bronze,True
C000446,2026-04-21 22:14:21.159993,JP,silver,True
C000447,2026-02-18 02:00:43.159993,VN,bronze,True
C000448,2026-06-13 14:57:29.159993,JP,bronze,False
C000449,2026-03-27 09:29:02.159993,VN,bronze,False
C000450,2026-02-13 04:06:48.159993,JP,silver,False
C000451,2026-06-14 11:05:40.159993,JP,bronze,True
C000452,2026-06-08 01:50:17.159993,VN,silver,False
C000453,2026-03-23 11:03:27.159993,VN,silver,True
C000454,2025-12-28 02:03:31.159993,KR,silver,False
C000455,2026-04-10 01:25:47.159993,US,bronze,True
C000456,2026-04-02 13:07:16.159993,KR,bronze,True
C000457,2026-01-19 06:55:34.159993,VN,bronze,True
C000458,2026-04-16 17:26:17.159993,VN,bronze,True
C000459,2026-05-23 22:53:38.159993,VN,bronze,True
C000460,2026-01-11 16:08:33.159993,VN,bronze,False
C000461,2026-05-02 19:25:10.159993,VN,bronze,False
C000462,2026-01-17 20:55:58.159993,VN,bronze,False
C000463,2026-05-07 09:35:43.159993,VN,silver,True
C000464,2026-03-09 01:14:22.159993,VN,silver,True
C000465,2025-12-24 18:47:36.159993,VN,bronze,True
C000466,2026-06-15 12:47:15.159993,VN,bronze,True
C000467,2026-01-22 11:39:28.159993,VN,bronze,True
C000468,2026-04-09 21:34:10.159993,VN,silver,True
C000469,2026-01-25 06:36:30.159993,VN,bronze,True
C000470,2026-06-09 13:19:34.159993,VN,silver,True
C000471,2026-05-05 12:13:55.159993,VN,silver,True
C000472,2026-05-17 09:30:17.159993,KR,gold,True
C000473,2026-03-11 09:15:03.159993,VN,silver,True
C000474,2026-03-17 17:45:15.159993,VN,bronze,False
C000475,2026-04-16 18:50:48.159993,VN,silver,True
C000476,2026-05-13 20:50:38.159993,VN,bronze,False
C000477,2026-05-25 01:37:02.159993,VN,bronze,True
C000478,2025-12-26 19:43:14.159993,JP,bronze,False
C000479,2026-04-22 01:15:03.159993,VN,bronze,False
C000480,2026-01-12 06:10:04.159993,VN,silver,False
C000481,2026-02-13 10:31:51.159993,VN,bronze,True
C000482,2026-05-21 21:47:50.159993,VN,bronze,True
C000483,2026-02-06 16:52:57.159993,VN,bronze,True
C000484,2026-05-16 00:54:56.159993,VN,bronze,True
C000485,2026-03-16 22:51:34.159993,VN,silver,True
C000486,2026-02-03 11:40:25.159993,JP,bronze,True
C000487,2026-02-21 18:36:02.159993,VN,silver,True
C000488,2026-03-29 03:35:25.159993,VN,gold,True
